%
@relation 'MegaSena'
@attribute Concurso real
@attribute DataSorteio real
@attribute 1Dezena real
@attribute 2Dezena real
@attribute 3Dezena real
@attribute 4Dezena real
@attribute 5Dezena real
@attribute 6Dezena real
@attribute ArrecadacaoTotal real
@attribute GanhadoresSena real
@attribute RateioSena real
@attribute GanhadoresQuina real
@attribute RateioQuina real
@attribute GanhadoresQuadra real
@attribute RateioQuadra real
@attribute Acumulado {SIM, NAO}
@attribute ValorAcumulado real
@attribute EstimativaPremio real
@attribute AcumuladoMegadaVirada real
@data
524,20122003,47,29,34,48,19,41,0,1,42794697.56,180,26580.49,17156,277.83,NAO,0,0,0
525,27122003,26,32,24,49,8,10,0,2,10208722.99,153,11600.82,9640,183.43,NAO,0,0,0
526,03012004,3,59,21,36,55,31,0,0,0,34,22681.04,2444,314.34,SIM,1349521.77,0,0
527,07012004,17,14,50,52,6,26,0,0,0,23,27463.44,2091,300.94,SIM,2454925.13,0,0
528,10012004,34,28,37,12,8,31,0,0,0,67,12554.60,4827,173.6,SIM,3926952.17,0,0
529,14012004,56,45,13,33,38,1,0,15,348732.75,87,8565.12,4758,156.03,NAO,0,0,0
530,17012004,32,21,25,1,6,49,0,0,0,49,18501.75,3771,239.5,SIM,7541604.05,0,0
531,21012004,3,1,35,7,18,50,0,0,0,96,9079.10,5188,167.37,SIM,9066892.84,0,0
532,24012004,13,4,12,53,9,52,0,0,0,69,16628.16,5314,215.09,SIM,11074743.03,0,0
533,28012004,27,18,13,59,21,53,0,0,0,82,12747.27,5129,203.03,SIM,12903975.95,0,0
534,31012004,48,57,23,8,31,3,0,1,15184658.12,107,12179.88,6559,197.95,NAO,0,0,0
535,04022004,49,14,47,56,6,28,0,1,7834139.14,59,12025.02,4136,170.89,NAO,0,0,0
536,07022004,14,22,25,15,37,23,0,0,0,49,12551.38,3217,190.46,SIM,1076280.35,0,0
537,11022004,37,3,19,34,39,7,0,1,2054340.05,128,4366.34,5345,104.17,NAO,0,0,0
538,14022004,45,43,56,25,52,3,0,0,0,36,16533.54,2657,223.17,SIM,1041612.80,0,0
539,18022004,16,50,55,6,47,19,0,0,0,21,25214.62,1908,276.47,SIM,5728373.54,0,0
540,21022004,22,4,30,44,28,49,0,0,0,84,10186.19,4535,187.97,SIM,7225743.35,0,0
541,28022004,58,57,27,13,49,52,0,1,9144543.50,54,20304.76,4879,223.88,NAO,0,0,0
542,03032004,49,4,19,28,35,6,0,0,0,42,9683.43,2800,144.7,SIM,711731.71,0,0
543,06032004,35,54,37,42,49,46,0,1,1836749.58,78,8241.89,2557,250.47,NAO,0,0,0
544,10032004,11,33,56,47,17,34,0,0,0,39,10062.10,2415,161.89,SIM,4929350.89,0,0
545,13032004,43,35,57,29,40,17,0,1,6409645.53,102,8292.97,4315,195.29,NAO,0,0,0
546,17032004,46,4,54,17,13,5,0,0,0,32,12224.97,3003,129.78,SIM,684598.29,0,0
547,20032004,4,59,13,53,28,30,0,1,1746857.35,42,14452.51,2599,232.67,NAO,0,0,0
548,24032004,51,49,14,47,59,58,0,0,0,9,41634.70,965,386.83,SIM,655746.39,0,0
549,27032004,13,51,58,22,46,8,0,0,0,34,17519.41,2772,214.07,SIM,5216225.00,0,0
550,31032004,17,56,16,38,39,45,0,0,0,39,18277.00,2948,240.88,SIM,6463630.53,0,0
551,03042004,56,48,57,21,12,46,0,0,0,35,28192.58,3027,324.75,SIM,8190426.28,0,0
552,07042004,22,54,52,47,49,9,0,0,0,69,14110.09,4299,225.61,SIM,9894220.21,0,0
553,10042004,43,46,58,53,54,4,0,0,0,42,23814.78,3308,301.22,SIM,11644606.76,0,0
554,14042004,47,29,31,15,60,42,0,0,0,64,20951.21,4812,277.6,SIM,20258939.21,0,0
555,17042004,49,5,23,33,45,31,0,1,23810057.19,152,13350.07,10733,188.35,NAO,0,0,0
556,21042004,8,45,30,33,17,10,0,0,0,20,14872.57,1699,174.41,SIM,520539.87,0,0
557,24042004,18,49,38,23,8,12,0,0,0,59,11001.41,3777,171.2,SIM,1656435.01,0,0
558,28042004,59,57,7,58,31,14,0,0,0,21,26571.46,2000,277.94,SIM,2632936.06,0,0
559,01052004,53,25,36,13,17,6,0,1,3707152.54,75,8184.51,4460,137.11,NAO,0,0,0
560,05052004,32,18,11,30,2,58,0,0,0,44,16215.47,2585,274.97,SIM,6433069.85,0,0
561,08052004,39,49,36,20,55,1,0,0,0,32,31342.98,2743,364.27,SIM,8188276.67,0,0
562,12052004,37,35,23,16,57,55,0,0,0,117,8271.95,5150,187.22,SIM,9881959.48,0,0
563,15052004,34,8,23,44,51,5,0,0,0,90,13541.69,6007,202.12,SIM,12014774.50,0,0
564,19052004,38,13,32,20,10,49,0,0,0,46,25392.82,4446,261.73,SIM,20397765.64,0,0
565,22052004,31,37,35,7,45,34,0,0,0,57,29241.27,6804,244.04,SIM,23314582.63,0,0
566,26052004,17,6,20,18,13,37,0,0,0,176,11334.45,13032,152.49,SIM,26805592.27,0,0
567,29052004,57,58,11,38,41,31,0,0,0,69,37888.61,5787,450.05,SIM,31380642.06,0,0
568,02062004,25,41,17,29,13,22,0,0,0,457,7802.44,24931,142.48,SIM,37620642.34,0,0
569,05062004,32,15,14,9,3,57,0,1,46663532.70,434,11906.37,29922,172.04,NAO,0,0,0
570,09062004,35,32,36,33,51,15,0,0,0,84,18168.10,7539,201.67,SIM,21431972.38,0,0
571,12062004,14,31,12,13,51,50,0,0,0,69,22294.35,5572,275.04,SIM,24124014.99,0,0
572,16062004,33,3,20,60,9,16,0,0,0,162,10668.49,9940,173.21,SIM,27148533.16,0,0
573,19062004,59,29,17,6,40,22,0,0,0,82,25012.22,8272,247,SIM,30737786.41,0,0
574,23062004,32,23,2,10,44,17,0,0,0,162,12609.31,12691,160.35,SIM,45420567.88,0,0
575,26062004,18,29,21,48,35,5,0,2,25737016.52,470,7359.84,21660,159.1,NAO,0,0,0
576,30062004,18,43,52,39,7,8,0,0,0,27,22856.21,1978,310.81,SIM,1079955.77,0,0
577,03072004,31,47,28,23,8,24,0,0,0,57,15092.90,4579,187.17,SIM,2585472.50,0,0
578,07072004,48,3,58,18,56,23,0,1,3982872.62,62,12879.26,3639,218.6,NAO,0,0,0
579,10072004,15,34,39,17,4,9,0,1,1175432.13,90,7463.06,5172,129.38,NAO,0,0,0
580,14072004,38,16,18,28,15,47,0,0,0,56,16168.75,4097,220.17,SIM,9592944.81,0,0
581,17072004,30,25,52,14,39,17,0,1,11781320.02,56,22330.36,4429,281.27,NAO,0,0,0
582,21072004,13,40,29,59,45,51,0,0,0,29,17143.40,1943,254.91,SIM,870027.37,0,0
583,24072004,55,6,41,20,43,7,0,0,0,36,20218.13,2157,336.16,SIM,2143769.60,0,0
584,28072004,30,53,23,7,32,8,0,0,0,49,13327.92,3278,198.48,SIM,8329175.80,0,0
585,31072004,24,39,12,33,57,36,0,1,10166807.68,124,8468.35,7122,146.89,NAO,0,0,0
586,04082004,45,38,13,11,54,39,0,0,0,30,15687.92,2162,216.87,SIM,823615.95,0,0
587,07082004,30,2,36,18,60,29,0,0,0,36,20518.92,2436,302.09,SIM,2116308.12,0,0
588,11082004,45,13,46,55,53,11,0,0,0,22,29565.71,2088,310.34,SIM,3254587.92,0,0
589,14082004,13,7,33,59,6,8,0,0,0,152,5926.91,9005,99.66,SIM,9594559.27,0,0
590,18082004,25,51,5,18,4,28,0,0,0,70,14105.62,5155,190.82,SIM,11322497.59,0,0
591,21082004,58,3,18,50,34,1,0,0,0,64,18968.95,4448,271.9,SIM,13447020.10,0,0
592,25082004,55,14,59,47,13,42,0,0,0,60,18664.59,5062,220.39,SIM,15406801.69,0,0
593,28082004,27,29,1,59,25,49,0,0,0,68,20265.54,5291,259.47,SIM,17818401.51,0,0
594,01092004,10,53,55,29,13,47,0,0,0,121,11747.70,6444,219.76,SIM,27956987.94,0,0
595,04092004,54,2,43,1,50,25,0,0,0,89,22736.36,7230,278.82,SIM,31498176.46,0,0
596,08092004,43,60,28,11,54,14,0,0,0,116,15749.68,6578,276.69,SIM,34695360.86,0,0
597,11092004,42,40,27,22,56,29,0,0,0,140,21650.75,10021,301.33,SIM,39999792.49,0,0
598,15092004,5,16,53,38,50,34,0,2,23179951.19,234,15531.40,19229,188.29,NAO,0,0,0
599,18092004,6,45,51,9,23,4,0,0,0,65,10375.80,4755,141.31,SIM,15168219.08,0,0
600,22092004,18,39,54,34,31,16,0,0,0,73,16062.92,4640,251.75,SIM,17220256.51,0,0
601,25092004,37,19,29,30,10,22,0,0,0,75,18837.59,6002,234.5,SIM,19692689.90,0,0
602,29092004,38,60,13,7,55,46,0,0,0,95,13988.93,6773,195.47,SIM,22018349.56,0,0
603,02102004,4,8,11,29,12,44,0,1,24750883.61,233,6701.50,12565,123.8,NAO,0,0,0
604,06102004,41,49,51,25,15,46,0,0,0,15,35679.23,1422,374.94,SIM,8450325.62,0,0
605,09102004,44,52,53,4,49,24,0,0,0,45,23716.98,3980,267.15,SIM,10318037.87,0,0
606,13102004,41,6,23,55,32,35,0,1,11878491.65,43,20736.93,3770,235.63,NAO,0,0,0
607,16102004,6,59,11,27,19,41,0,0,0,48,13506.67,3059,211.14,SIM,1134560.21,0,0
608,20102004,30,6,37,19,24,13,0,0,0,101,6267.54,5181,121.72,SIM,2242347.59,0,0
609,23102004,15,2,59,60,6,58,0,0,0,60,13952.24,3994,208.81,SIM,8804117.70,0,0
610,27102004,25,49,30,43,47,45,0,0,0,62,14911.12,4044,227.75,SIM,10421973.58,0,0
611,30102004,22,21,33,16,48,49,0,0,0,69,16349.76,4531,248.04,SIM,12396207.89,0,0
612,03112004,55,33,15,50,53,18,0,0,0,41,22250.05,3389,268.16,SIM,13992649.10,0,0
613,06112004,54,55,13,44,6,19,0,0,0,108,12259.22,7101,185.76,SIM,16309642.40,0,0
614,10112004,60,31,12,48,57,16,0,0,0,53,24951.84,4127,319.23,SIM,25638073.79,0,0
615,13112004,27,31,8,10,51,5,0,0,0,157,11348.03,9780,181.48,SIM,28755943.65,0,0
616,17112004,24,16,26,54,12,2,0,0,0,90,18187.52,9236,176.56,SIM,31620478.41,0,0
617,20112004,25,5,49,36,33,3,0,2,17791387.59,289,7834.50,17341,130.08,NAO,0,0,0
618,24112004,60,10,3,8,24,13,0,0,0,86,6312.56,4992,108.34,SIM,950038.98,0,0
619,27112004,16,12,46,14,8,19,0,0,0,101,7354.06,5924,124.91,SIM,10960275.81,0,0
620,01122004,22,1,29,13,32,3,0,0,0,87,11707.09,5886,172.39,SIM,12742680.43,0,0
621,04122004,29,31,50,26,57,49,0,0,0,40,32904.81,3837,341.73,SIM,15046017.24,0,0
622,08122004,59,27,19,29,50,38,0,0,0,49,24789.92,3560,339.92,SIM,17171752.86,0,0
623,11122004,42,23,55,30,9,49,0,0,0,124,12236.03,6915,218.59,SIM,19826970.07,0,0
624,15122004,39,23,34,52,8,43,0,1,22375180.08,108,13482.59,7284,199.16,NAO,0,0,0
625,18122004,59,12,32,42,24,40,0,0,0,49,20777.72,4056,250.06,SIM,9935192.23,0,0
626,22122004,49,8,22,18,7,39,0,0,0,52,21294.16,5096,216.47,SIM,11872960.59,0,0
627,29122004,19,13,45,58,56,1,0,0,0,112,14270.18,8049,197.82,SIM,14669915.47,0,0
628,05012005,8,16,22,56,58,30,0,1,17373966.13,76,20331.21,5510,279.37,NAO,0,0,0
629,08012005,40,47,39,16,51,15,0,1,1104456.38,15,42074.53,1865,337.13,NAO,0,0,0
630,12012005,16,53,20,60,12,45,0,0,0,33,24880.69,2972,275.23,SIM,8811801.94,0,0
631,15012005,1,28,47,20,44,32,0,1,10579247.17,46,21955.84,3548,283.58,NAO,0,0,0
632,19012005,2,54,48,51,19,28,0,0,0,26,19697.02,1962,260.03,SIM,896214.44,0,0
633,22012005,27,46,5,50,11,22,0,0,0,58,11744.77,3524,192.57,SIM,2088308.43,0,0
634,26012005,13,41,24,42,10,56,0,0,0,54,11854.27,3752,169.97,SIM,7789137.30,0,0
635,29012005,49,42,37,8,20,26,0,0,0,58,16456.84,3646,260.8,SIM,9459506.58,0,0
636,02022005,30,32,34,50,28,26,0,0,0,74,12762.47,3170,296.79,SIM,11112246.45,0,0
637,05022005,52,58,43,48,11,18,0,0,0,29,38451.69,3560,312.04,SIM,13063669.53,0,0
638,12022005,42,10,50,41,11,36,0,0,0,65,22677.35,4518,325.03,SIM,15643218.50,0,0
639,16022005,51,39,35,60,45,13,0,0,0,72,17653.96,5473,231.37,SIM,25066531.77,0,0
640,19022005,12,42,59,46,19,60,0,0,0,129,14012.81,8094,222.49,SIM,28229924.76,0,0
641,23022005,17,13,33,9,1,34,0,1,31923289.19,366,5766.38,20840,100.89,NAO,0,0,0
642,26022005,51,17,56,36,44,40,0,0,0,28,22758.80,1988,319.34,SIM,1115180.94,0,0
643,02032005,14,45,24,37,40,42,0,0,0,41,15663.14,2694,237.48,SIM,2239011.24,0,0
644,05032005,57,29,31,27,34,14,0,0,0,81,10667.36,4433,194.17,SIM,11328156.70,0,0
645,09032005,52,48,24,53,54,3,0,0,0,39,27310.11,4345,244.2,SIM,13192071.41,0,0
646,12032005,13,47,60,32,49,10,0,0,0,79,16079.41,6173,205,SIM,15415049.93,0,0
647,16032005,56,19,11,14,12,54,0,1,17603353.15,50,25009.18,5432,229.34,NAO,0,0,0
648,19032005,5,48,23,42,45,29,0,3,361199.61,139,4454.67,4869,126.69,NAO,0,0,0
649,23032005,9,54,41,48,33,24,0,0,0,31,15748.23,2156,225.57,SIM,6720868.06,0,0
650,26032005,53,59,25,29,10,24,0,0,0,29,24322.62,2765,254.15,SIM,7955241.21,0,0
651,30032005,39,45,28,26,48,60,0,0,0,36,24882.92,4356,204.86,SIM,9522864.81,0,0
652,02042005,24,18,57,56,10,20,0,0,0,41,27383.54,3874,288.71,SIM,11487633.94,0,0
653,06042005,31,24,19,34,9,5,0,0,0,74,14994.32,6274,176.18,SIM,13429397.87,0,0
654,09042005,10,11,56,40,41,6,0,1,15767596.35,66,20244.14,4745,280.52,NAO,0,0,0
655,13042005,26,39,1,37,43,48,0,0,0,23,33457.53,2722,281.64,SIM,7808614.22,0,0
656,16042005,59,37,46,36,35,51,0,0,0,24,42026.73,2623,383.08,SIM,9573736.75,0,0
657,20042005,20,59,58,33,60,16,0,1,11354235.39,56,18168.36,3995,253.72,NAO,0,0,0
658,23042005,41,20,36,3,11,6,0,0,0,31,18418.26,2883,197.3,SIM,999190.32,0,0
659,27042005,14,29,40,34,51,52,0,0,0,22,27222.16,1390,429.22,SIM,7004050.46,0,0
660,30042005,53,5,38,54,46,11,0,0,0,58,16751.00,4204,230.23,SIM,8704277.05,0,0
661,04052005,42,40,27,4,55,36,0,0,0,64,15130.77,4211,229.09,SIM,10398923.36,0,0
662,07052005,4,60,56,25,18,23,0,0,0,79,14974.99,5525,213.31,SIM,12469215.44,0,0
663,11052005,1,49,30,55,27,51,0,0,0,64,17649.82,4020,279.93,SIM,14445995.20,0,0
664,14052005,12,1,55,59,38,36,0,0,0,74,18450.77,4971,273.62,SIM,23857740.39,0,0
665,18052005,8,47,7,48,25,18,0,0,0,185,8538.56,10055,156.51,SIM,26622098.55,0,0
666,21052005,7,26,16,29,45,55,0,0,0,77,26923.37,8122,254.29,SIM,30250022.18,0,0
667,25052005,5,23,16,4,49,1,0,1,34263173.55,203,11296.70,15283,149.48,NAO,0,0,0
668,28052005,49,33,56,2,14,1,0,0,0,53,11007.74,2814,206.54,SIM,1020967.19,0,0
669,01062005,7,41,24,40,49,27,0,1,2170216.15,32,20522.30,2427,269.57,NAO,0,0,0
670,04062005,42,59,58,37,48,22,0,0,0,24,43085.53,2895,355.84,SIM,10792198.93,0,0
671,08062005,27,16,39,51,9,38,0,0,0,67,16609.70,4259,260.3,SIM,12739685.49,0,0
672,11062005,43,34,53,38,28,24,0,0,0,54,24277.19,4411,296.08,SIM,15033880.01,0,0
673,15062005,6,40,37,11,20,34,0,0,0,72,17523.73,4792,262.3,SIM,17241869.86,0,0
674,18062005,22,32,18,29,42,38,0,0,0,96,16070.11,5586,275.14,SIM,27769536.63,0,0
675,22062005,50,42,30,25,43,24,0,0,0,67,26180.70,5204,335.79,SIM,30839224.48,0,0
676,25062005,49,32,15,9,41,42,0,0,0,94,22081.78,7583,272.69,SIM,34471676.39,0,0
677,29062005,25,10,48,8,32,55,0,0,0,284,8422.82,12803,186.14,SIM,38657818.81,0,0
678,02072005,44,46,31,14,40,42,0,0,0,115,28311.43,9797,331.07,SIM,44355495.36,0,0
679,06072005,37,21,54,3,58,25,0,1,51890452.61,448,9610.91,22087,194.2,NAO,0,0,0
680,09072005,44,2,26,5,3,22,0,0,0,188,7276.69,11222,121.45,SIM,19623257.97,0,0
681,13072005,59,21,53,25,58,38,0,0,0,62,23695.09,5210,280.91,SIM,22194175.20,0,0
682,16072005,60,37,47,36,4,27,0,0,0,62,25832.17,5647,282.55,SIM,24996965.62,0,0
683,20072005,43,40,12,11,2,35,0,0,0,79,19666.04,5680,272.49,SIM,27715795.78,0,0
684,23072005,50,37,33,40,19,17,0,0,0,81,22483.66,7103,255.42,SIM,40669733.33,0,0
685,27072005,33,27,5,56,12,43,0,1,44331219.78,347,6029.62,15404,135.32,NAO,0,0,0
686,30072005,33,5,4,54,15,26,0,0,0,47,15221.72,3901,182.71,SIM,1251986.54,0,0
687,03082005,59,48,1,7,41,14,0,0,0,28,25839.62,2887,249.66,SIM,2518128.16,0,0
688,06082005,47,30,52,11,21,35,0,0,0,38,23920.89,2757,328.45,SIM,4108867.61,0,0
689,10082005,6,60,7,31,49,51,0,0,0,29,30336.11,2998,292.33,SIM,12298361.58,0,0
690,13082005,15,41,8,47,12,53,0,0,0,90,13225.50,5446,217.74,SIM,14381378.18,0,0
691,17082005,55,16,58,8,37,50,0,0,0,54,20629.58,3896,284.85,SIM,16330873.12,0,0
692,20082005,33,18,60,11,58,57,0,0,0,71,18365.13,4995,260.06,SIM,18612740.26,0,0
693,24082005,14,50,41,17,31,13,0,0,0,152,8909.82,7170,188.18,SIM,20982752.64,0,0
694,27082005,15,19,29,53,37,41,0,0,0,114,13859.26,7087,222.1,SIM,31925755.05,0,0
695,31082005,13,40,21,52,6,11,0,0,0,76,22217.91,6333,265.62,SIM,34880737.54,0,0
696,03092005,37,16,34,57,53,9,0,2,19251302.49,195,10613.53,10814,190.66,NAO,0,0,0
697,10092005,53,35,32,31,28,51,0,0,0,27,33337.57,2895,309.74,SIM,1575200.44,0,0
698,14092005,22,8,27,43,55,12,0,0,0,43,16354.69,3981,175.99,SIM,2805890.89,0,0
699,19092005,53,17,50,23,54,48,0,0,0,54,16259.09,3752,233.13,SIM,12141821.41,0,0
700,21092005,2,3,24,40,31,14,0,0,0,53,17991.31,3584,265.04,SIM,13810515.56,0,0
701,24092005,13,1,31,23,60,48,0,0,0,103,11253.13,5623,205.35,SIM,15838891.81,0,0
702,28092005,1,56,18,58,45,57,0,0,0,47,22868.49,3663,292.31,SIM,17719825.24,0,0
703,01102005,30,24,2,45,11,27,0,0,0,123,10767.16,7343,179.68,SIM,20037455.42,0,0
704,05102005,2,27,50,34,18,4,0,0,0,56,22659.95,5784,218.56,SIM,29484065.62,0,0
705,08102005,3,15,11,13,26,43,0,0,0,144,11780.58,11514,146.78,SIM,32452771.10,0,0
706,15102005,22,10,17,7,2,60,0,0,0,282,7866.56,15980,138.3,SIM,36334914.54,0,0
707,19102005,51,8,1,43,10,36,0,2,19919975.72,140,14306.28,12461,160.12,NAO,0,0,0
708,22102005,45,13,39,47,9,7,0,0,0,102,6567.35,5998,111.26,SIM,1172271.79,0,0
709,26102005,29,22,44,9,6,4,0,0,0,106,5881.47,5202,119.39,SIM,11276978.00,0,0
710,29102005,46,25,5,49,39,34,0,0,0,48,21483.28,4608,222.94,SIM,13081573.14,0,0
711,05112005,10,5,41,59,40,33,0,0,0,79,18118.11,5840,244.16,SIM,15586402.01,0,0
712,09112005,35,7,53,58,8,43,0,0,0,97,12122.15,5637,207.81,SIM,17644136.19,0,0
713,12112005,46,1,26,16,12,54,0,0,0,67,20438.81,5838,233.68,SIM,20040586.54,0,0
714,16112005,17,53,39,8,7,35,0,0,0,113,9766.45,10955,100.36,SIM,29611134.96,0,0
715,19112005,54,36,12,4,33,24,0,3,10825809.33,237,6910.89,13134,124.24,NAO,0,0,0
716,23112005,29,2,7,50,16,32,0,1,945382.75,37,14600.51,2512,214.25,NAO,0,0,0
717,26112005,28,35,41,17,6,23,0,0,0,68,8956.76,3816,159,SIM,1065855.06,0,0
718,30112005,7,35,21,39,58,33,0,0,0,41,13759.23,2893,194.26,SIM,2053079.87,0,0
719,03122005,39,47,37,53,32,3,0,0,0,63,12737.00,3553,225,SIM,8649484.79,0,0
720,07122005,12,56,44,51,31,54,0,0,0,20,45658.99,2606,349.09,SIM,10247549.36,0,0
721,10122005,14,3,23,55,36,25,0,0,0,99,11025.33,6723,161.75,SIM,12157688.32,0,0
722,14122005,60,36,57,18,44,9,0,0,0,85,12704.05,5334,201.68,SIM,14047415.26,0,0
723,17122005,16,6,52,1,36,50,0,0,0,49,25242.04,4000,308.05,SIM,16211920.28,0,0
724,21122005,34,51,55,17,48,27,0,0,0,102,12537.87,6190,205.82,SIM,25450246.43,0,0
725,31122005,49,9,3,35,37,41,0,2,15815987.63,343,10298.59,20451,172.08,NAO,0,0,0
726,04012006,40,47,1,5,7,37,0,0,0,35,15459.49,2838,189.94,SIM,946893.69,0,0
727,07012006,14,42,12,4,59,30,0,0,0,29,25008.46,2688,268.79,SIM,2216072.86,0,0
728,11012006,44,42,13,8,24,32,0,0,0,81,8575.31,5381,128.59,SIM,3431622.25,0,0
729,14012006,33,56,18,57,43,5,0,1,4969519.90,51,17231.34,5041,173.67,NAO,0,0,0
730,18012006,45,15,2,54,16,50,0,0,0,34,23412.97,2824,280.82,SIM,9358249.67,0,0
731,21012006,35,6,15,23,28,16,0,0,0,88,11554.63,6659,152.12,SIM,11137662.34,0,0
732,25012006,49,19,53,50,17,6,0,0,0,65,14610.54,4196,225.48,SIM,12799611.64,0,0
733,28012006,12,26,31,43,46,2,0,0,0,67,16737.98,5110,218.63,SIM,14762139.60,0,0
734,01022006,44,45,27,29,43,54,0,1,16726569.98,58,19354.00,3984,280.69,NAO,0,0,0
735,04022006,40,42,15,52,38,9,0,0,0,33,27163.91,3043,293.47,SIM,7826853.28,0,0
736,08022006,1,21,38,41,56,49,0,0,0,19,47835.60,2190,413.44,SIM,9417386.79,0,0
737,11022006,33,12,24,38,11,32,0,0,0,65,18730.63,6267,193.54,SIM,11547995.59,0,0
738,15022006,15,30,14,42,26,54,0,0,0,47,26720.69,4178,299.45,SIM,13745772.39,0,0
739,18022006,6,45,56,49,35,10,0,0,0,54,25993.77,4723,296.08,SIM,23305073.75,0,0
740,22022006,29,47,12,50,16,28,0,1,26132814.65,90,17953.91,6943,231.85,NAO,0,0,0
741,25022006,26,39,27,24,59,36,0,0,0,23,28453.38,2133,305.65,SIM,1145248.54,0,0
742,01032006,34,17,7,41,2,50,0,0,0,25,14199.00,1622,218.02,SIM,1766454.86,0,0
743,04032006,54,20,32,60,25,23,0,0,0,28,29491.22,2762,297.84,SIM,3211524.66,0,0
744,08032006,26,46,12,23,39,4,0,0,0,77,10441.97,5387,148.7,SIM,9937380.49,0,0
745,11032006,21,57,37,16,43,2,0,0,0,134,8604.62,5262,218.3,SIM,11955163.21,0,0
746,15032006,49,12,10,57,25,1,0,2,6995681.58,114,10206.52,6686,173.36,NAO,0,0,0
747,18032006,21,23,56,12,3,2,0,0,0,53,13079.29,4363,158.28,SIM,1213104.40,0,0
748,22032006,1,7,19,51,35,2,0,0,0,74,9080.42,4519,148.14,SIM,2389018.77,0,0
749,25032006,24,47,4,57,48,50,0,0,0,31,26214.36,2669,303.33,SIM,9429097.84,0,0
750,29032006,58,17,54,10,42,33,0,0,0,49,18795.69,3799,241.51,SIM,11040828.28,0,0
751,01042006,4,25,38,50,20,7,0,0,0,74,15221.68,5579,201.14,SIM,13012035.71,15000000.00,0
752,05042006,25,4,29,42,24,23,0,0,0,86,13022.30,6849,162.9,SIM,14971892.19,0,0
753,08042006,59,35,43,22,7,2,0,1,17388228.32,152,9083.97,8630,159.4,NAO,0,0,0
754,12042006,4,42,34,50,3,13,0,0,0,41,14457.22,2827,208.89,SIM,7463330.98,0,0
755,15042006,59,30,47,12,4,49,0,0,0,41,18319.33,2977,251.35,SIM,8777742.92,0,0
756,19042006,37,50,41,5,38,27,0,0,0,34,27503.13,3135,297.15,SIM,10414179.09,0,0
757,22042006,17,32,12,18,58,30,0,0,0,53,17988.72,3448,275.46,SIM,12082632.69,0,0
758,26042006,47,59,1,23,36,43,0,0,0,74,14352.34,4910,215.49,SIM,13941260.58,0,0
759,29042006,59,39,30,31,48,45,0,0,0,38,32431.50,2588,474.4,SIM,22265544.19,0,0
760,03052006,12,17,60,44,46,45,0,0,0,80,16005.08,5517,231.2,SIM,24506255.18,0,0
761,06052006,56,29,17,13,27,40,0,0,0,100,17175.97,8936,191.48,SIM,27512048.76,0,0
762,10052006,39,9,21,12,37,54,0,0,0,143,13668.11,10120,192.4,SIM,30932491.92,0,0
763,13052006,40,47,1,48,9,26,0,0,0,101,23502.31,7655,308.92,SIM,35086525.19,0,0
764,18052006,7,3,55,47,53,45,0,1,40539530.90,189,16486.79,15290,203.03,NAO,0,0,0
765,21052006,3,37,50,16,30,10,0,0,0,62,15552.09,4336,221.54,SIM,14740248.65,0,0
766,24052006,1,50,19,42,24,58,0,0,0,63,16857.33,4477,236.31,SIM,16598769.93,0,0
767,27052006,22,50,32,38,54,15,0,0,0,62,20318.55,4419,284,SIM,18803331.88,0,0
768,31052006,33,37,59,30,4,8,0,1,21024430.31,93,13647.30,6408,197.31,NAO,0,0,0
769,03062006,20,21,50,29,12,16,0,0,0,49,14382.06,3078,228.08,SIM,7808149.60,0,0
770,07062006,4,34,25,35,48,12,0,0,0,68,13703.65,5401,171.88,SIM,9438882.88,0,0
771,10062006,29,46,34,47,21,14,0,0,0,69,15089.83,4559,227.53,SIM,11260979.64,0,0
772,14062006,38,51,52,60,10,35,0,0,0,66,13476.30,5330,166.25,SIM,12817492.36,15000000.00,0
773,17062006,3,5,51,29,34,14,0,0,0,58,16454.70,4919,193.29,SIM,14487644.71,0,0
774,21062006,37,5,54,58,46,10,0,1,16319071.08,64,16352.03,4336,240.45,NAO,0,0,0
775,24062006,27,12,46,47,42,50,0,0,0,30,25559.59,3058,249.8,SIM,7421108.15,0,0
776,28062006,57,35,60,41,3,15,0,0,0,56,13543.61,3075,245.72,SIM,8748382.29,0,0
777,01072006,14,50,23,2,28,56,0,0,0,80,10746.73,3943,217.22,SIM,10252923.38,12000000.00,0
778,05072006,45,20,36,37,31,51,0,0,0,21,42785.84,1890,473.6,SIM,11825302.87,0,0
779,08072006,36,54,52,25,29,26,0,0,0,26,39580.32,3127,327.85,SIM,19016906.07,0,0
780,12072006,10,50,28,51,59,7,0,0,0,43,26754.56,3828,299.4,SIM,21030186.72,0,0
781,15072006,10,54,8,39,56,13,0,0,0,66,19809.51,5707,228.22,SIM,23318185.27,0,0
782,19072006,11,23,59,42,35,2,0,0,0,144,9270.41,7533,176.55,SIM,25654326.84,0,0
783,22072006,43,21,48,8,4,32,0,1,28244624.32,140,10572.64,8427,174.99,NAO,0,0,0
784,26072006,42,56,8,37,27,53,0,0,0,27,20363.80,2163,253.24,SIM,8240695.17,0,0
785,29072006,35,5,37,8,48,17,0,1,9770979.43,126,6940.06,6657,130.87,NAO,0,0,0
786,02082006,27,31,26,11,10,41,0,0,0,19,25700.08,1521,319.83,SIM,854527.84,0,0
787,05082006,37,31,20,60,34,54,0,0,0,40,16922.47,1955,344.93,SIM,2039100.64,0,0
