@relation custofazenda
@attribute 'Ref_Date'	 {'01','02','03','04'}
@attribute 'GEO'  {'Nova Scotia','Western Canada','Manitoba','Canada','Ontario','Quebec','Eastern Canada','Prince Edward Island','Newfoundland and Labrador','New Brunswick','Alberta','British Columbia','Saskatchewan'}
@attribute 'custo'  {'Other fertilizers','Depreciation on machinery and motor vehicles','Farm input total','Machine repairs','Machinery fuel','General business costs', 'Poultry','Grain feed','Cash wages in Crop production','Crop production','Fertilizer','Prepared feed','Animalrelated custom work','Machinery and motor vehicles','Depreciation on machinery','Commercial seed and plant','Depreciation on motor vehicles','Pesticides','Production insurance','Cash wages in animal production','Stabilization premiums','Croprelated custom work','Nitrogen fertilizers','Twine wire and containers','Commercial feed','Veterinary fees and drugs','Livestock purchases','Cattle','Buldings','Animal production','Hogs'}
@data
'01','Quebec','Farm input total'
'02','Quebec','Farm input total'
'03','Quebec','Farm input total'
'04','Quebec','Farm input total'
'01','Quebec','Farm input total'
'02','Quebec','Farm input total'
'03','Quebec','Farm input total'
'04','Quebec','Farm input total'
'01','Quebec','Farm input total'
'02','Quebec','Farm input total'
'03','Quebec','Farm input total'
'04','Quebec','Farm input total'
'01','Quebec','Farm input total'
'02','Quebec','Farm input total'
'03','Quebec','Farm input total'
'04','Quebec','Farm input total'
'01','Quebec','Farm input total'
'02','Quebec','Farm input total'
'03','Quebec','Farm input total'
'04','Quebec','Farm input total'
'01','Quebec','Farm input total'
'02','Quebec','Farm input total'
'03','Quebec','Farm input total'
'04','Quebec','Farm input total'
'01','Quebec','Farm input total'
'02','Quebec','Farm input total'
'03','Quebec','Farm input total'
'04','Quebec','Farm input total'
'01','Quebec','Farm input total'
'02','Quebec','Farm input total'
'03','Quebec','Farm input total'
'04','Quebec','Farm input total'
'01','Quebec','Farm input total'
'02','Quebec','Farm input total'
'03','Quebec','Farm input total'
'04','Quebec','Farm input total'
'01','Quebec','Buldings'
'02','Quebec','Buldings'
'03','Quebec','Buldings'
'04','Quebec','Buldings'
'01','Quebec','Buldings'
'02','Quebec','Buldings'
'03','Quebec','Buldings'
'04','Quebec','Buldings'
'01','Quebec','Buldings'
'02','Quebec','Buldings'
'03','Quebec','Buldings'
'04','Quebec','Buldings'
'01','Quebec','Buldings'
'02','Quebec','Buldings'
'03','Quebec','Buldings'
'04','Quebec','Buldings'
'01','Quebec','Buldings'
'02','Quebec','Buldings'
'03','Quebec','Buldings'
'04','Quebec','Buldings'
'01','Quebec','Buldings'
'02','Quebec','Buldings'
'03','Quebec','Buldings'
'04','Quebec','Buldings'
'01','Quebec','Buldings'
'02','Quebec','Buldings'
'03','Quebec','Buldings'
'04','Quebec','Buldings'
'01','Quebec','Buldings'
'02','Quebec','Buldings'
'03','Quebec','Buldings'
'04','Quebec','Buldings'
'01','Quebec','Buldings'
'02','Quebec','Buldings'
'03','Quebec','Buldings'
'04','Quebec','Buldings'
'01','Quebec','Buldings'
'02','Quebec','Buldings'
'03','Quebec','Buldings'
'04','Quebec','Buldings'
'01','Quebec','Buldings'
'02','Quebec','Buldings'
'03','Quebec','Buldings'
'04','Quebec','Buldings'
'01','Quebec','Machinery and motor vehicles'
'02','Quebec','Machinery and motor vehicles'
'03','Quebec','Machinery and motor vehicles'
'04','Quebec','Machinery and motor vehicles'
'01','Quebec','Machinery and motor vehicles'
'02','Quebec','Machinery and motor vehicles'
'03','Quebec','Machinery and motor vehicles'
'04','Quebec','Machinery and motor vehicles'
'01','Quebec','Machinery and motor vehicles'
'02','Quebec','Machinery and motor vehicles'
'03','Quebec','Machinery and motor vehicles'
'04','Quebec','Machinery and motor vehicles'
'01','Quebec','Machinery and motor vehicles'
'02','Quebec','Machinery and motor vehicles'
'03','Quebec','Machinery and motor vehicles'
'04','Quebec','Machinery and motor vehicles'
'01','Quebec','Machinery and motor vehicles'
'02','Quebec','Machinery and motor vehicles'
'03','Quebec','Machinery and motor vehicles'
'04','Quebec','Machinery and motor vehicles'
'01','Quebec','Machinery and motor vehicles'
'02','Quebec','Machinery and motor vehicles'
'03','Quebec','Machinery and motor vehicles'
'04','Quebec','Machinery and motor vehicles'
'01','Quebec','Machinery and motor vehicles'
'02','Quebec','Machinery and motor vehicles'
'03','Quebec','Machinery and motor vehicles'
'04','Quebec','Machinery and motor vehicles'
'01','Quebec','Machinery and motor vehicles'
'02','Quebec','Machinery and motor vehicles'
'03','Quebec','Machinery and motor vehicles'
'04','Quebec','Machinery and motor vehicles'
'01','Quebec','Machinery and motor vehicles'
'02','Quebec','Machinery and motor vehicles'
'03','Quebec','Machinery and motor vehicles'
'04','Quebec','Machinery and motor vehicles'
'01','Quebec','Machinery and motor vehicles'
'02','Quebec','Machinery and motor vehicles'
'03','Quebec','Machinery and motor vehicles'
'04','Quebec','Machinery and motor vehicles'
'01','Quebec','Machinery and motor vehicles'
'02','Quebec','Machinery and motor vehicles'
'03','Quebec','Machinery and motor vehicles'
'04','Quebec','Machinery and motor vehicles'
'01','Quebec','Depreciation on machinery and motor vehicles'
'02','Quebec','Depreciation on machinery and motor vehicles'
'03','Quebec','Depreciation on machinery and motor vehicles'
'04','Quebec','Depreciation on machinery and motor vehicles'
'01','Quebec','Depreciation on machinery and motor vehicles'
'02','Quebec','Depreciation on machinery and motor vehicles'
'03','Quebec','Depreciation on machinery and motor vehicles'
'04','Quebec','Depreciation on machinery and motor vehicles'
'01','Quebec','Depreciation on machinery and motor vehicles'
'02','Quebec','Depreciation on machinery and motor vehicles'
'03','Quebec','Depreciation on machinery and motor vehicles'
'04','Quebec','Depreciation on machinery and motor vehicles'
'01','Quebec','Depreciation on machinery and motor vehicles'
'02','Quebec','Depreciation on machinery and motor vehicles'
'03','Quebec','Depreciation on machinery and motor vehicles'
'04','Quebec','Depreciation on machinery and motor vehicles'
'01','Quebec','Depreciation on machinery and motor vehicles'
'02','Quebec','Depreciation on machinery and motor vehicles'
'03','Quebec','Depreciation on machinery and motor vehicles'
'04','Quebec','Depreciation on machinery and motor vehicles'
'01','Quebec','Depreciation on machinery and motor vehicles'
'02','Quebec','Depreciation on machinery and motor vehicles'
'03','Quebec','Depreciation on machinery and motor vehicles'
'04','Quebec','Depreciation on machinery and motor vehicles'
'01','Quebec','Depreciation on machinery and motor vehicles'
'02','Quebec','Depreciation on machinery and motor vehicles'
'03','Quebec','Depreciation on machinery and motor vehicles'
'04','Quebec','Depreciation on machinery and motor vehicles'
'01','Quebec','Depreciation on machinery and motor vehicles'
'02','Quebec','Depreciation on machinery and motor vehicles'
'03','Quebec','Depreciation on machinery and motor vehicles'
'04','Quebec','Depreciation on machinery and motor vehicles'
'01','Quebec','Depreciation on machinery and motor vehicles'
'02','Quebec','Depreciation on machinery and motor vehicles'
'03','Quebec','Depreciation on machinery and motor vehicles'
'04','Quebec','Depreciation on machinery and motor vehicles'
'01','Quebec','Depreciation on machinery and motor vehicles'
'02','Quebec','Depreciation on machinery and motor vehicles'
'03','Quebec','Depreciation on machinery and motor vehicles'
'04','Quebec','Depreciation on machinery and motor vehicles'
'01','Quebec','Depreciation on machinery and motor vehicles'
'02','Quebec','Depreciation on machinery and motor vehicles'
'03','Quebec','Depreciation on machinery and motor vehicles'
'04','Quebec','Depreciation on machinery and motor vehicles'
'01','Quebec','Depreciation on machinery'
'02','Quebec','Depreciation on machinery'
'03','Quebec','Depreciation on machinery'
'04','Quebec','Depreciation on machinery'
'01','Quebec','Depreciation on machinery'
'02','Quebec','Depreciation on machinery'
'03','Quebec','Depreciation on machinery'
'04','Quebec','Depreciation on machinery'
'01','Quebec','Depreciation on machinery'
'02','Quebec','Depreciation on machinery'
'03','Quebec','Depreciation on machinery'
'04','Quebec','Depreciation on machinery'
'01','Quebec','Depreciation on machinery'
'02','Quebec','Depreciation on machinery'
'03','Quebec','Depreciation on machinery'
'04','Quebec','Depreciation on machinery'
'01','Quebec','Depreciation on machinery'
'02','Quebec','Depreciation on machinery'
'03','Quebec','Depreciation on machinery'
'04','Quebec','Depreciation on machinery'
'01','Quebec','Depreciation on machinery'
'02','Quebec','Depreciation on machinery'
'03','Quebec','Depreciation on machinery'
'04','Quebec','Depreciation on machinery'
'01','Quebec','Depreciation on machinery'
'02','Quebec','Depreciation on machinery'
'03','Quebec','Depreciation on machinery'
'04','Quebec','Depreciation on machinery'
'01','Quebec','Depreciation on machinery'
'02','Quebec','Depreciation on machinery'
'03','Quebec','Depreciation on machinery'
'04','Quebec','Depreciation on machinery'
'01','Quebec','Depreciation on machinery'
'02','Quebec','Depreciation on machinery'
'03','Quebec','Depreciation on machinery'
'04','Quebec','Depreciation on machinery'
'01','Quebec','Depreciation on machinery'
'02','Quebec','Depreciation on machinery'
'03','Quebec','Depreciation on machinery'
'04','Quebec','Depreciation on machinery'
'01','Quebec','Depreciation on machinery'
'02','Quebec','Depreciation on machinery'
'03','Quebec','Depreciation on machinery'
'04','Quebec','Depreciation on machinery'
'01','Quebec','Depreciation on motor vehicles'
'02','Quebec','Depreciation on motor vehicles'
'03','Quebec','Depreciation on motor vehicles'
'04','Quebec','Depreciation on motor vehicles'
'01','Quebec','Depreciation on motor vehicles'
'02','Quebec','Depreciation on motor vehicles'
'03','Quebec','Depreciation on motor vehicles'
'04','Quebec','Depreciation on motor vehicles'
'01','Quebec','Depreciation on motor vehicles'
'02','Quebec','Depreciation on motor vehicles'
'03','Quebec','Depreciation on motor vehicles'
'04','Quebec','Depreciation on motor vehicles'
'01','Quebec','Depreciation on motor vehicles'
'02','Quebec','Depreciation on motor vehicles'
'03','Quebec','Depreciation on motor vehicles'
'04','Quebec','Depreciation on motor vehicles'
'01','Quebec','Depreciation on motor vehicles'
'02','Quebec','Depreciation on motor vehicles'
'03','Quebec','Depreciation on motor vehicles'
'04','Quebec','Depreciation on motor vehicles'
'01','Quebec','Depreciation on motor vehicles'
'02','Quebec','Depreciation on motor vehicles'
'03','Quebec','Depreciation on motor vehicles'
'04','Quebec','Depreciation on motor vehicles'
'01','Quebec','Depreciation on motor vehicles'
'02','Quebec','Depreciation on motor vehicles'
'03','Quebec','Depreciation on motor vehicles'
'04','Quebec','Depreciation on motor vehicles'
'01','Quebec','Depreciation on motor vehicles'
'02','Quebec','Depreciation on motor vehicles'
'03','Quebec','Depreciation on motor vehicles'
'04','Quebec','Depreciation on motor vehicles'
'01','Quebec','Depreciation on motor vehicles'
'02','Quebec','Depreciation on motor vehicles'
'03','Quebec','Depreciation on motor vehicles'
'04','Quebec','Depreciation on motor vehicles'
'01','Quebec','Depreciation on motor vehicles'
'02','Quebec','Depreciation on motor vehicles'
'03','Quebec','Depreciation on motor vehicles'
'04','Quebec','Depreciation on motor vehicles'
'01','Quebec','Depreciation on motor vehicles'
'02','Quebec','Depreciation on motor vehicles'
'03','Quebec','Depreciation on motor vehicles'
'04','Quebec','Depreciation on motor vehicles'
'01','Quebec','Machinery fuel'
'02','Quebec','Machinery fuel'
'03','Quebec','Machinery fuel'
'04','Quebec','Machinery fuel'
'01','Quebec','Machinery fuel'
'02','Quebec','Machinery fuel'
'03','Quebec','Machinery fuel'
'04','Quebec','Machinery fuel'
'01','Quebec','Machinery fuel'
'02','Quebec','Machinery fuel'
'03','Quebec','Machinery fuel'
'04','Quebec','Machinery fuel'
'01','Quebec','Machinery fuel'
'02','Quebec','Machinery fuel'
'03','Quebec','Machinery fuel'
'04','Quebec','Machinery fuel'
'01','Quebec','Machinery fuel'
'02','Quebec','Machinery fuel'
'03','Quebec','Machinery fuel'
'04','Quebec','Machinery fuel'
'01','Quebec','Machinery fuel'
'02','Quebec','Machinery fuel'
'03','Quebec','Machinery fuel'
'04','Quebec','Machinery fuel'
'01','Quebec','Machinery fuel'
'02','Quebec','Machinery fuel'
'03','Quebec','Machinery fuel'
'04','Quebec','Machinery fuel'
'01','Quebec','Machinery fuel'
'02','Quebec','Machinery fuel'
'03','Quebec','Machinery fuel'
'04','Quebec','Machinery fuel'
'01','Quebec','Machinery fuel'
'02','Quebec','Machinery fuel'
'03','Quebec','Machinery fuel'
'04','Quebec','Machinery fuel'
'01','Quebec','Machinery fuel'
'02','Quebec','Machinery fuel'
'03','Quebec','Machinery fuel'
'04','Quebec','Machinery fuel'
'01','Quebec','Machinery fuel'
'02','Quebec','Machinery fuel'
'03','Quebec','Machinery fuel'
'04','Quebec','Machinery fuel'
'01','Quebec','Machine repairs'
'02','Quebec','Machine repairs'
'04','Quebec','Cash wages in Crop production'
'01','Quebec','Cash wages in Crop production'
'02','Quebec','Cash wages in Crop production'
'03','Quebec','Cash wages in Crop production'
'04','Quebec','Cash wages in Crop production'
'01','Quebec','Cash wages in Crop production'
'02','Quebec','Cash wages in Crop production'
'03','Quebec','Cash wages in Crop production'
'04','Quebec','Cash wages in Crop production'
'01','Quebec','Cash wages in Crop production'
'02','Quebec','Cash wages in Crop production'
'03','Quebec','Cash wages in Crop production'
'04','Quebec','Cash wages in Crop production'
'01','Quebec','Cash wages in Crop production'
'02','Quebec','Cash wages in Crop production'
'03','Quebec','Cash wages in Crop production'
'04','Quebec','Cash wages in Crop production'
'01','Quebec','Cash wages in Crop production'
'02','Quebec','Cash wages in Crop production'
'03','Quebec','Cash wages in Crop production'
'04','Quebec','Cash wages in Crop production'
'01','Quebec','Cash wages in Crop production'
'02','Quebec','Cash wages in Crop production'
'03','Quebec','Cash wages in Crop production'
'04','Quebec','Cash wages in Crop production'
'01','Quebec','Cash wages in Crop production'
'02','Quebec','Cash wages in Crop production'
'03','Quebec','Cash wages in Crop production'
'04','Quebec','Cash wages in Crop production'
'01','Quebec','Cash wages in Crop production'
'02','Quebec','Cash wages in Crop production'
'03','Quebec','Cash wages in Crop production'
'04','Quebec','Cash wages in Crop production'
'01','Quebec','Cash wages in Crop production'
'02','Quebec','Cash wages in Crop production'
'03','Quebec','Cash wages in Crop production'
'04','Quebec','Cash wages in Crop production'
'01','Quebec','Croprelated custom work'
'02','Quebec','Croprelated custom work'
'03','Quebec','Croprelated custom work'
'04','Quebec','Croprelated custom work'
'01','Quebec','Croprelated custom work'
'02','Quebec','Croprelated custom work'
'03','Quebec','Croprelated custom work'
'04','Quebec','Croprelated custom work'
'01','Quebec','Croprelated custom work'
'02','Quebec','Croprelated custom work'
'03','Quebec','Croprelated custom work'
'04','Quebec','Croprelated custom work'
'01','Quebec','Croprelated custom work'
'02','Quebec','Croprelated custom work'
'03','Quebec','Croprelated custom work'
'04','Quebec','Croprelated custom work'
'01','Quebec','Croprelated custom work'
'02','Quebec','Croprelated custom work'
'03','Quebec','Croprelated custom work'
'04','Quebec','Croprelated custom work'
'01','Quebec','Croprelated custom work'
'02','Quebec','Croprelated custom work'
'03','Quebec','Croprelated custom work'
'04','Quebec','Croprelated custom work'
'01','Quebec','Croprelated custom work'
'02','Quebec','Croprelated custom work'
'03','Quebec','Croprelated custom work'
'04','Quebec','Croprelated custom work'
'01','Quebec','Croprelated custom work'
'02','Quebec','Croprelated custom work'
'03','Quebec','Croprelated custom work'
'04','Quebec','Croprelated custom work'
'01','Quebec','Croprelated custom work'
'02','Quebec','Croprelated custom work'
'03','Quebec','Croprelated custom work'
'04','Quebec','Croprelated custom work'
'01','Quebec','Croprelated custom work'
'02','Quebec','Croprelated custom work'
'03','Quebec','Croprelated custom work'
'04','Quebec','Croprelated custom work'
'01','Quebec','Croprelated custom work'
'02','Quebec','Croprelated custom work'
'03','Quebec','Croprelated custom work'
'04','Quebec','Croprelated custom work'
'01','Quebec','Animal production'
'02','Quebec','Animal production'
'03','Quebec','Animal production'
'04','Quebec','Animal production'
'01','Quebec','Animal production'
'02','Quebec','Animal production'
'03','Quebec','Animal production'
'04','Quebec','Animal production'
'01','Quebec','Animal production'
'02','Quebec','Animal production'
'03','Quebec','Animal production'
'04','Quebec','Animal production'
'01','Quebec','Animal production'
'02','Quebec','Animal production'
'03','Quebec','Animal production'
'04','Quebec','Animal production'
'01','Quebec','Animal production'
'02','Quebec','Animal production'
'03','Quebec','Animal production'
'04','Quebec','Animal production'
'01','Quebec','Animal production'
'02','Quebec','Animal production'
'03','Quebec','Animal production'
'04','Quebec','Animal production'
'01','Quebec','Animal production'
'02','Quebec','Animal production'
'03','Quebec','Animal production'
'04','Quebec','Animal production'
'01','Quebec','Animal production'
'02','Quebec','Animal production'
'03','Quebec','Animal production'
'04','Quebec','Animal production'
'01','Quebec','Animal production'
'02','Quebec','Animal production'
'03','Quebec','Animal production'
'04','Quebec','Animal production'
'01','Quebec','Animal production'
'02','Quebec','Animal production'
'03','Quebec','Animal production'
'04','Quebec','Animal production'
'01','Quebec','Animal production'
'02','Quebec','Animal production'
'03','Quebec','Animal production'
'04','Quebec','Animal production'
'01','Quebec','Livestock purchases'
'02','Quebec','Livestock purchases'
'03','Quebec','Livestock purchases'
'04','Quebec','Livestock purchases'
'01','Quebec','Livestock purchases'
'02','Quebec','Livestock purchases'
'03','Quebec','Livestock purchases'
'04','Quebec','Livestock purchases'
'01','Quebec','Livestock purchases'
'02','Quebec','Livestock purchases'
'03','Quebec','Livestock purchases'
'04','Quebec','Livestock purchases'
'01','Quebec','Livestock purchases'
'02','Quebec','Livestock purchases'
'03','Quebec','Livestock purchases'
'04','Quebec','Livestock purchases'
'01','Quebec','Livestock purchases'
'02','Quebec','Livestock purchases'
'03','Quebec','Livestock purchases'
'04','Quebec','Livestock purchases'
'01','Quebec','Livestock purchases'
'02','Quebec','Livestock purchases'
'03','Quebec','Livestock purchases'
'04','Quebec','Livestock purchases'
'01','Quebec','Livestock purchases'
'02','Quebec','Livestock purchases'
'03','Quebec','Livestock purchases'
'03','Ontario','Depreciation on motor vehicles'
'04','Ontario','Depreciation on motor vehicles'
'01','Ontario','Depreciation on motor vehicles'
'02','Ontario','Depreciation on motor vehicles'
'03','Ontario','Depreciation on motor vehicles'
'04','Ontario','Depreciation on motor vehicles'
'01','Ontario','Depreciation on motor vehicles'
'02','Ontario','Depreciation on motor vehicles'
'03','Ontario','Depreciation on motor vehicles'
'04','Ontario','Depreciation on motor vehicles'
'01','Ontario','Depreciation on motor vehicles'
'02','Ontario','Depreciation on motor vehicles'
'03','Ontario','Depreciation on motor vehicles'
'04','Ontario','Depreciation on motor vehicles'
'01','Ontario','Depreciation on motor vehicles'
'02','Ontario','Depreciation on motor vehicles'
'03','Ontario','Depreciation on motor vehicles'
'04','Ontario','Depreciation on motor vehicles'
'01','Ontario','Depreciation on motor vehicles'
'02','Ontario','Depreciation on motor vehicles'
'03','Ontario','Depreciation on motor vehicles'
'04','Ontario','Depreciation on motor vehicles'
'01','Ontario','Depreciation on motor vehicles'
'02','Ontario','Depreciation on motor vehicles'
'03','Ontario','Depreciation on motor vehicles'
'04','Ontario','Depreciation on motor vehicles'
'01','Ontario','Depreciation on motor vehicles'
'02','Ontario','Depreciation on motor vehicles'
'03','Ontario','Depreciation on motor vehicles'
'04','Ontario','Depreciation on motor vehicles'
'01','Ontario','Machinery fuel'
'02','Ontario','Machinery fuel'
'03','Ontario','Machinery fuel'
'04','Ontario','Machinery fuel'
'01','Ontario','Machinery fuel'
'02','Ontario','Machinery fuel'
'03','Ontario','Machinery fuel'
'04','Ontario','Machinery fuel'
'01','Ontario','Machinery fuel'
'02','Ontario','Machinery fuel'
'03','Ontario','Machinery fuel'
'04','Ontario','Machinery fuel'
'01','Ontario','Machinery fuel'
'02','Ontario','Machinery fuel'
'03','Ontario','Machinery fuel'
'04','Ontario','Machinery fuel'
'01','Ontario','Machinery fuel'
'02','Ontario','Machinery fuel'
'03','Ontario','Machinery fuel'
'04','Ontario','Machinery fuel'
'01','Ontario','Machinery fuel'
'02','Ontario','Machinery fuel'
'03','Ontario','Machinery fuel'
'04','Ontario','Machinery fuel'
'01','Ontario','Machinery fuel'
'02','Ontario','Machinery fuel'
'03','Ontario','Machinery fuel'
'04','Ontario','Machinery fuel'
'01','Ontario','Machinery fuel'
'02','Ontario','Machinery fuel'
'03','Ontario','Machinery fuel'
'04','Ontario','Machinery fuel'
'01','Ontario','Machinery fuel'
'02','Ontario','Machinery fuel'
'03','Ontario','Machinery fuel'
'04','Ontario','Machinery fuel'
'01','Ontario','Machinery fuel'
'02','Ontario','Machinery fuel'
'03','Ontario','Machinery fuel'
'04','Ontario','Machinery fuel'
'01','Ontario','Machinery fuel'
'02','Ontario','Machinery fuel'
'03','Ontario','Machinery fuel'
'04','Ontario','Machinery fuel'
'01','Ontario','Machine repairs'
'02','Ontario','Machine repairs'
'03','Ontario','Machine repairs'
'04','Ontario','Machine repairs'
'01','Ontario','Machine repairs'
'02','Ontario','Machine repairs'
'03','Ontario','Machine repairs'
'04','Ontario','Machine repairs'
'01','Ontario','Machine repairs'
'02','Ontario','Machine repairs'
'03','Ontario','Machine repairs'
'04','Ontario','Machine repairs'
'01','Ontario','Machine repairs'
'02','Ontario','Machine repairs'
'03','Ontario','Machine repairs'
'04','Ontario','Machine repairs'
'01','Ontario','Machine repairs'
'02','Ontario','Machine repairs'
'03','Ontario','Machine repairs'
'04','Ontario','Machine repairs'
'01','Ontario','Machine repairs'
'02','Ontario','Machine repairs'
'03','Ontario','Machine repairs'
'04','Ontario','Machine repairs'
'01','Ontario','Machine repairs'
'02','Ontario','Machine repairs'
'03','Ontario','Machine repairs'
'04','Ontario','Machine repairs'
'01','Ontario','Machine repairs'
'02','Ontario','Machine repairs'
'03','Ontario','Machine repairs'
'04','Ontario','Machine repairs'
'01','Ontario','Machine repairs'
'02','Ontario','Machine repairs'
'03','Ontario','Machine repairs'
'04','Ontario','Machine repairs'
'01','Ontario','Machine repairs'
'02','Ontario','Machine repairs'
'03','Ontario','Machine repairs'
'04','Ontario','Machine repairs'
'01','Ontario','Machine repairs'
'02','Ontario','Machine repairs'
'03','Ontario','Machine repairs'
'04','Ontario','Machine repairs'
'01','Ontario','General business costs'
'02','Ontario','General business costs'
'03','Ontario','General business costs'
'04','Ontario','General business costs'
'01','Ontario','General business costs'
'02','Ontario','General business costs'
'03','Ontario','General business costs'
'04','Ontario','General business costs'
'01','Ontario','General business costs'
'02','Ontario','General business costs'
'03','Ontario','General business costs'
'04','Ontario','General business costs'
'01','Ontario','General business costs'
'02','Ontario','General business costs'
'03','Ontario','General business costs'
'04','Ontario','General business costs'
'01','Ontario','General business costs'
'02','Ontario','General business costs'
'03','Ontario','General business costs'
'04','Ontario','General business costs'
'01','Ontario','General business costs'
'02','Ontario','General business costs'
'03','Ontario','General business costs'
'04','Ontario','General business costs'
'01','Ontario','General business costs'
'02','Ontario','General business costs'
'03','Ontario','General business costs'
'04','Ontario','General business costs'
'01','Ontario','General business costs'
'02','Ontario','General business costs'
'03','Ontario','General business costs'
'04','Ontario','General business costs'
'01','Ontario','General business costs'
'02','Ontario','General business costs'
'03','Ontario','General business costs'
'04','Ontario','General business costs'
'04','Quebec','Livestock purchases'
'01','Quebec','Livestock purchases'
'02','Quebec','Livestock purchases'
'03','Quebec','Livestock purchases'
'04','Quebec','Livestock purchases'
'01','Quebec','Livestock purchases'
'02','Quebec','Livestock purchases'
'03','Quebec','Livestock purchases'
'04','Quebec','Livestock purchases'
'01','Quebec','Livestock purchases'
'02','Quebec','Livestock purchases'
'03','Quebec','Livestock purchases'
'04','Quebec','Livestock purchases'
'01','Quebec','Livestock purchases'
'02','Quebec','Livestock purchases'
'03','Quebec','Livestock purchases'
'04','Quebec','Livestock purchases'
'01','Quebec','Cattle'
'02','Quebec','Cattle'
'03','Quebec','Cattle'
'04','Quebec','Cattle'
'01','Quebec','Cattle'
'02','Quebec','Cattle'
'03','Quebec','Cattle'
'04','Quebec','Cattle'
'01','Quebec','Cattle'
'02','Quebec','Cattle'
'03','Quebec','Cattle'
'04','Quebec','Cattle'
'01','Quebec','Cattle'
'02','Quebec','Cattle'
'03','Quebec','Cattle'
'04','Quebec','Cattle'
'01','Quebec','Cattle'
'02','Quebec','Cattle'
'03','Quebec','Cattle'
'04','Quebec','Cattle'
'01','Quebec','Cattle'
'02','Quebec','Cattle'
'03','Quebec','Cattle'
'04','Quebec','Cattle'
'01','Quebec','Cattle'
'02','Quebec','Cattle'
'03','Quebec','Cattle'
'04','Quebec','Cattle'
'01','Quebec','Cattle'
'02','Quebec','Cattle'
'03','Quebec','Cattle'
'04','Quebec','Cattle'
'01','Quebec','Cattle'
'02','Quebec','Cattle'
'03','Quebec','Cattle'
'04','Quebec','Cattle'
'01','Quebec','Cattle'
'02','Quebec','Cattle'
'03','Quebec','Cattle'
'04','Quebec','Cattle'
'01','Quebec','Cattle'
'02','Quebec','Cattle'
'03','Quebec','Cattle'
'04','Quebec','Cattle'
'01','Quebec','Hogs'
'02','Quebec','Hogs'
'03','Quebec','Hogs'
'04','Quebec','Hogs'
'01','Quebec','Hogs'
'02','Quebec','Hogs'
'03','Quebec','Hogs'
'04','Quebec','Hogs'
'01','Quebec','Hogs'
'02','Quebec','Hogs'
'03','Quebec','Hogs'
'04','Quebec','Hogs'
'01','Quebec','Hogs'
'02','Quebec','Hogs'
'03','Quebec','Hogs'
'04','Quebec','Hogs'
'01','Quebec','Hogs'
'02','Quebec','Hogs'
'03','Quebec','Hogs'
'04','Quebec','Hogs'
'01','Quebec','Hogs'
'02','Quebec','Hogs'
'03','Quebec','Hogs'
'04','Quebec','Hogs'
'01','Quebec','Hogs'
'02','Quebec','Hogs'
'03','Quebec','Hogs'
'04','Quebec','Hogs'
'01','Quebec','Hogs'
'02','Quebec','Hogs'
'03','Quebec','Hogs'
'04','Quebec','Hogs'
'01','Quebec','Hogs'
'02','Quebec','Hogs'
'03','Quebec','Hogs'
'04','Quebec','Hogs'
'01','Quebec','Hogs'
'02','Quebec','Hogs'
'03','Quebec','Hogs'
'04','Quebec','Hogs'
'01','Quebec','Hogs'
'02','Quebec','Hogs'
'03','Quebec','Hogs'
'04','Quebec','Hogs'
'01','Quebec','Poultry'
'02','Quebec','Poultry'
'03','Quebec','Poultry'
'04','Quebec','Poultry'
'01','Quebec','Poultry'
'02','Quebec','Poultry'
'03','Quebec','Poultry'
'04','Quebec','Poultry'
'01','Quebec','Poultry'
'02','Quebec','Poultry'
'03','Quebec','Poultry'
'04','Quebec','Poultry'
'01','Quebec','Poultry'
'02','Quebec','Poultry'
'03','Quebec','Poultry'
'04','Quebec','Poultry'
'01','Quebec','Poultry'
'02','Quebec','Poultry'
'03','Quebec','Poultry'
'04','Quebec','Poultry'
'01','Quebec','Poultry'
'02','Quebec','Poultry'
'03','Quebec','Poultry'
'04','Quebec','Poultry'
'01','Quebec','Poultry'
'02','Quebec','Poultry'
'03','Quebec','Poultry'
'04','Quebec','Poultry'
'01','Quebec','Poultry'
'02','Quebec','Poultry'
'03','Quebec','Poultry'
'04','Quebec','Poultry'
'01','Quebec','Poultry'
'02','Quebec','Poultry'
'03','Quebec','Poultry'
'04','Quebec','Poultry'
'01','Quebec','Poultry'
'02','Quebec','Poultry'
'03','Quebec','Poultry'
'04','Quebec','Poultry'
'01','Quebec','Poultry'
'02','Quebec','Poultry'
'03','Quebec','Poultry'
'04','Quebec','Poultry'
'01','Quebec','Commercial feed'
'02','Quebec','Commercial feed'
'03','Quebec','Commercial feed'
'04','Quebec','Commercial feed'
'01','Quebec','Commercial feed'
'02','Quebec','Commercial feed'
'03','Quebec','Commercial feed'
'04','Quebec','Commercial feed'
'01','Quebec','Commercial feed'
'02','Quebec','Commercial feed'
'03','Quebec','Commercial feed'
'04','Quebec','Commercial feed'
'01','Quebec','Commercial feed'
'02','Quebec','Commercial feed'
'03','Quebec','Commercial feed'
'04','Quebec','Commercial feed'
'01','Quebec','Commercial feed'
'02','Quebec','Commercial feed'
'03','Quebec','Commercial feed'
'04','Quebec','Commercial feed'
'01','Quebec','Commercial feed'
'02','Quebec','Commercial feed'
'03','Quebec','Commercial feed'
'04','Quebec','Commercial feed'
'01','Quebec','Commercial feed'
'02','Quebec','Commercial feed'
